JobID|JobName|Start|End|Elapsed|NodeList
8765092.batch|batch|2025-06-05T12:04:35|2025-06-05T12:04:51|00:00:16|u183
8765092.extern|extern|2025-06-05T12:04:35|2025-06-05T12:04:51|00:00:16|u183
8765184|Python_script_test|2025-06-05T12:13:17|2025-06-05T12:13:50|00:00:33|u183
8765184.batch|batch|2025-06-05T12:13:17|2025-06-05T12:13:50|00:00:33|u183
8765184.extern|extern|2025-06-05T12:13:17|2025-06-05T12:13:50|00:00:33|u183
8765434|interactive|2025-06-05T12:39:50|2025-06-05T13:16:46|00:36:56|u183
8765434.extern|extern|2025-06-05T12:39:50|2025-06-05T13:16:46|00:36:56|u183
8765434.0|bash|2025-06-05T12:39:50|2025-06-05T13:17:49|00:37:59|u183
8765526|Calc_mag_map|2025-06-05T14:09:35|2025-06-05T14:10:02|00:00:27|u183
8765526.batch|batch|2025-06-05T14:09:35|2025-06-05T14:10:02|00:00:27|u183
8765526.extern|extern|2025-06-05T14:09:35|2025-06-05T14:10:02|00:00:27|u183
8765529|Calc_mag_map|2025-06-05T14:12:08|2025-06-05T14:12:35|00:00:27|u183
8765529.batch|batch|2025-06-05T14:12:08|2025-06-05T14:12:35|00:00:27|u183
8765529.extern|extern|2025-06-05T14:12:08|2025-06-05T14:12:35|00:00:27|u183
8765530|Calc_mag_map|2025-06-05T14:16:44|2025-06-05T14:20:35|00:03:51|u183
8765530.batch|batch|2025-06-05T14:16:44|2025-06-05T14:20:35|00:03:51|u183
8765530.extern|extern|2025-06-05T14:16:44|2025-06-05T14:20:35|00:03:51|u183
8767299|timing_testing|2025-06-06T12:31:48|2025-06-06T16:31:52|04:00:04|u175
8767299.batch|batch|2025-06-06T12:31:48|2025-06-06T16:31:53|04:00:05|u175
8767299.extern|extern|2025-06-06T12:31:48|2025-06-06T16:31:52|04:00:04|u175
8767307|single_lens_1e11|2025-06-06T13:05:28|2025-06-06T15:36:34|02:31:06|u176
8767307.batch|batch|2025-06-06T13:05:28|2025-06-06T15:36:34|02:31:06|u176
8767307.extern|extern|2025-06-06T13:05:28|2025-06-06T15:36:35|02:31:07|u176
8767308|triple_lens_1e11|2025-06-06T13:05:28|2025-06-06T16:12:48|03:07:20|u175
8767308.batch|batch|2025-06-06T13:05:28|2025-06-06T16:12:48|03:07:20|u175
8767308.extern|extern|2025-06-06T13:05:28|2025-06-06T16:12:48|03:07:20|u175
8772415|timing_testing|2025-06-09T10:20:10|2025-06-09T11:15:58|00:55:48|u183
8772415.batch|batch|2025-06-09T10:20:10|2025-06-09T11:15:58|00:55:48|u183
8772415.extern|extern|2025-06-09T10:20:10|2025-06-09T11:15:58|00:55:48|u183
8772418|single_lens_1e11|2025-06-09T10:37:41|2025-06-09T10:38:45|00:01:04|u182
8772418.batch|batch|2025-06-09T10:37:41|2025-06-09T10:38:46|00:01:05|u182
8772418.extern|extern|2025-06-09T10:37:41|2025-06-09T10:38:45|00:01:04|u182
8772421|single_lens_1e11|2025-06-09T10:40:46|2025-06-09T13:18:35|02:37:49|u182
8772421.batch|batch|2025-06-09T10:40:46|2025-06-09T13:18:35|02:37:49|u182
8772421.extern|extern|2025-06-09T10:40:46|2025-06-09T13:18:35|02:37:49|u182
8772461|timing_testing|2025-06-09T11:24:03|2025-06-09T11:24:16|00:00:13|u180
8772461.batch|batch|2025-06-09T11:24:03|2025-06-09T11:24:17|00:00:14|u180
8772461.extern|extern|2025-06-09T11:24:03|2025-06-09T11:24:16|00:00:13|u180
8772462|timing_testing|2025-06-09T11:24:47|2025-06-09T11:37:38|00:12:51|u180
8772462.batch|batch|2025-06-09T11:24:47|2025-06-09T11:37:38|00:12:51|u180
8772462.extern|extern|2025-06-09T11:24:47|2025-06-09T11:37:38|00:12:51|u180
8772473|single_lens_1e11_cusp|2025-06-09T11:50:49|2025-06-09T15:09:18|03:18:29|u180
8772473.batch|batch|2025-06-09T11:50:49|2025-06-09T15:09:18|03:18:29|u180
8772473.extern|extern|2025-06-09T11:50:49|2025-06-09T15:09:18|03:18:29|u180
8775845|lens_collection_0.8|2025-06-10T12:07:49|2025-06-10T12:08:10|00:00:21|u180
8775845.batch|batch|2025-06-10T12:07:49|2025-06-10T12:08:10|00:00:21|u180
8775845.extern|extern|2025-06-10T12:07:49|2025-06-10T12:08:10|00:00:21|u180
8775933|single_lens_offsetted|2025-06-10T14:46:40|2025-06-10T17:25:36|02:38:56|u182
8775933.batch|batch|2025-06-10T14:46:40|2025-06-10T17:25:36|02:38:56|u182
8775933.extern|extern|2025-06-10T14:46:40|2025-06-10T17:25:36|02:38:56|u182
8775934|binary_lens_offsetted|2025-06-10T14:47:11|2025-06-10T17:30:33|02:43:22|u182
8775934.batch|batch|2025-06-10T14:47:11|2025-06-10T17:30:33|02:43:22|u182
8775934.extern|extern|2025-06-10T14:47:11|2025-06-10T17:30:33|02:43:22|u182
8775939_0|triple_lens_offsetted_array|2025-06-10T15:00:05|2025-06-10T15:00:09|00:00:04|u073
8775939_0.batch|batch|2025-06-10T15:00:05|2025-06-10T15:00:09|00:00:04|u073
8775939_0.extern|extern|2025-06-10T15:00:05|2025-06-10T15:00:09|00:00:04|u073
8775939_1|triple_lens_offsetted_array|2025-06-10T15:00:05|2025-06-10T15:00:08|00:00:03|u032
8775939_1.batch|batch|2025-06-10T15:00:05|2025-06-10T15:00:08|00:00:03|u032
8775939_1.extern|extern|2025-06-10T15:00:05|2025-06-10T15:00:08|00:00:03|u032
8775939_2|triple_lens_offsetted_array|2025-06-10T15:00:05|2025-06-10T15:00:08|00:00:03|u033
8775939_2.batch|batch|2025-06-10T15:00:05|2025-06-10T15:00:08|00:00:03|u033
8775939_2.extern|extern|2025-06-10T15:00:05|2025-06-10T15:00:08|00:00:03|u033
8775943_0|triple_lens_offsetted_array|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u073
8775943_0.batch|batch|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u073
8775943_0.extern|extern|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u073
8775943_1|triple_lens_offsetted_array|2025-06-10T15:01:38|2025-06-10T15:01:40|00:00:02|u032
8775943_1.batch|batch|2025-06-10T15:01:38|2025-06-10T15:01:40|00:00:02|u032
8775943_1.extern|extern|2025-06-10T15:01:38|2025-06-10T15:01:40|00:00:02|u032
8775943_2|triple_lens_offsetted_array|2025-06-10T15:01:38|2025-06-10T15:01:40|00:00:02|u033
8775943_2.batch|batch|2025-06-10T15:01:38|2025-06-10T15:01:40|00:00:02|u033
8775943_2.extern|extern|2025-06-10T15:01:38|2025-06-10T15:01:40|00:00:02|u033
8775943_3|triple_lens_offsetted_array|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u009
8775943_3.batch|batch|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u009
8775943_3.extern|extern|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u009
8775943_4|triple_lens_offsetted_array|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u010
8775943_4.batch|batch|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u010
8775943_4.extern|extern|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u010
8775943_5|triple_lens_offsetted_array|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u010
8775943_5.batch|batch|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u010
8775943_5.extern|extern|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u010
8775943_6|triple_lens_offsetted_array|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u010
8775943_6.batch|batch|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u010
8775943_6.extern|extern|2025-06-10T15:01:38|2025-06-10T15:01:41|00:00:03|u010
8775943_7|triple_lens_offsetted_array|2025-06-10T15:01:38|2025-06-10T15:02:27|00:00:49|u123
8775943_7.batch|batch|2025-06-10T15:01:38|2025-06-10T15:02:27|00:00:49|u123
8775943_7.extern|extern|2025-06-10T15:01:38|2025-06-10T15:02:27|00:00:49|u123
8775943_8|triple_lens_offsetted_array|2025-06-10T15:01:38|2025-06-10T15:02:27|00:00:49|u123
8775943_8.batch|batch|2025-06-10T15:01:38|2025-06-10T15:02:27|00:00:49|u123
8775943_8.extern|extern|2025-06-10T15:01:38|2025-06-10T15:02:27|00:00:49|u123
8775943_9|triple_lens_offsetted_array|2025-06-10T15:01:39|2025-06-10T15:02:27|00:00:48|u123
8775943_9.batch|batch|2025-06-10T15:01:39|2025-06-10T15:02:27|00:00:48|u123
8775943_9.extern|extern|2025-06-10T15:01:39|2025-06-10T15:02:27|00:00:48|u123
8775943_10|triple_lens_offsetted_array|2025-06-10T15:01:39|2025-06-10T15:02:27|00:00:48|u123
8775943_10.batch|batch|2025-06-10T15:01:39|2025-06-10T15:02:27|00:00:48|u123
8775943_10.extern|extern|2025-06-10T15:01:39|2025-06-10T15:02:28|00:00:49|u123
8775943_11|triple_lens_offsetted_array|2025-06-10T15:01:39|2025-06-10T15:02:27|00:00:48|u123
8775943_11.batch|batch|2025-06-10T15:01:39|2025-06-10T15:02:27|00:00:48|u123
8775943_11.extern|extern|2025-06-10T15:01:39|2025-06-10T15:02:27|00:00:48|u123
8775943_12|triple_lens_offsetted_array|2025-06-10T15:01:39|2025-06-10T15:01:41|00:00:02|u167
8775943_12.batch|batch|2025-06-10T15:01:39|2025-06-10T15:01:41|00:00:02|u167
8775943_12.extern|extern|2025-06-10T15:01:39|2025-06-10T15:01:41|00:00:02|u167
8775943_13|triple_lens_offsetted_array|2025-06-10T15:01:39|2025-06-10T15:01:46|00:00:07|u168
8775943_13.batch|batch|2025-06-10T15:01:39|2025-06-10T15:01:46|00:00:07|u168
8775943_13.extern|extern|2025-06-10T15:01:39|2025-06-10T15:01:46|00:00:07|u168
8775943_14|triple_lens_offsetted_array|2025-06-10T15:01:39|2025-06-10T15:01:41|00:00:02|u168
8775943_14.batch|batch|2025-06-10T15:01:39|2025-06-10T15:01:41|00:00:02|u168
8775943_14.extern|extern|2025-06-10T15:01:39|2025-06-10T15:01:41|00:00:02|u168
8775958_0|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u073
8775958_0.batch|batch|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u073
8775958_0.extern|extern|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u073
8775958_1|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:05:48|00:00:02|u032
8775958_1.batch|batch|2025-06-10T15:05:46|2025-06-10T15:05:48|00:00:02|u032
8775958_1.extern|extern|2025-06-10T15:05:46|2025-06-10T15:05:48|00:00:02|u032
8775958_2|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:05:48|00:00:02|u033
8775958_2.batch|batch|2025-06-10T15:05:46|2025-06-10T15:05:48|00:00:02|u033
8775958_2.extern|extern|2025-06-10T15:05:46|2025-06-10T15:05:48|00:00:02|u033
8775958_3|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u009
8775958_3.batch|batch|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u009
8775958_3.extern|extern|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u009
8775958_4|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u010
8775958_4.batch|batch|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u010
8775958_4.extern|extern|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u010
8775958_5|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u010
8775958_5.batch|batch|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u010
8775958_5.extern|extern|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u010
8775958_6|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u010
8775958_6.batch|batch|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u010
8775958_6.extern|extern|2025-06-10T15:05:46|2025-06-10T15:05:49|00:00:03|u010
8775958_7|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:06:14|00:00:28|u123
8775958_7.batch|batch|2025-06-10T15:05:46|2025-06-10T15:06:14|00:00:28|u123
8775958_7.extern|extern|2025-06-10T15:05:46|2025-06-10T15:06:14|00:00:28|u123
8775958_8|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:06:04|00:00:18|u123
8775958_8.batch|batch|2025-06-10T15:05:46|2025-06-10T15:06:04|00:00:18|u123
8775958_8.extern|extern|2025-06-10T15:05:46|2025-06-10T15:06:04|00:00:18|u123
8775958_9|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:06:14|00:00:28|u123
8775958_9.batch|batch|2025-06-10T15:05:46|2025-06-10T15:06:14|00:00:28|u123
8775958_9.extern|extern|2025-06-10T15:05:46|2025-06-10T15:06:14|00:00:28|u123
8775958_10|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:06:04|00:00:18|u123
8775958_10.batch|batch|2025-06-10T15:05:46|2025-06-10T15:06:04|00:00:18|u123
8775958_10.extern|extern|2025-06-10T15:05:46|2025-06-10T15:06:04|00:00:18|u123
8775958_11|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:06:04|00:00:18|u123
8775958_11.batch|batch|2025-06-10T15:05:46|2025-06-10T15:06:04|00:00:18|u123
8775958_11.extern|extern|2025-06-10T15:05:46|2025-06-10T15:06:04|00:00:18|u123
8775958_12|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:05:48|00:00:02|u167
8775958_12.batch|batch|2025-06-10T15:05:46|2025-06-10T15:05:48|00:00:02|u167
8775958_12.extern|extern|2025-06-10T15:05:46|2025-06-10T15:05:48|00:00:02|u167
8775958_13|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:05:53|00:00:07|u168
8775958_13.batch|batch|2025-06-10T15:05:46|2025-06-10T15:05:53|00:00:07|u168
8775958_13.extern|extern|2025-06-10T15:05:46|2025-06-10T15:05:53|00:00:07|u168
8775958_14|triple_lens_offsetted_array|2025-06-10T15:05:46|2025-06-10T15:05:48|00:00:02|u168
8775958_14.batch|batch|2025-06-10T15:05:46|2025-06-10T15:05:48|00:00:02|u168
8775958_14.extern|extern|2025-06-10T15:05:46|2025-06-10T15:05:48|00:00:02|u168
8775975_0|triple_lens_offsetted_array|2025-06-10T15:11:27|2025-06-10T15:11:31|00:00:04|u073
8775975_0.batch|batch|2025-06-10T15:11:27|2025-06-10T15:11:31|00:00:04|u073
8775975_0.extern|extern|2025-06-10T15:11:27|2025-06-10T15:11:31|00:00:04|u073
8775975_1|triple_lens_offsetted_array|2025-06-10T15:11:27|2025-06-10T15:11:30|00:00:03|u032
8775975_1.batch|batch|2025-06-10T15:11:27|2025-06-10T15:11:30|00:00:03|u032
8775975_1.extern|extern|2025-06-10T15:11:27|2025-06-10T15:11:30|00:00:03|u032
8775975_2|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:30|00:00:02|u033
8775975_2.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:30|00:00:02|u033
8775975_2.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:30|00:00:02|u033
8775975_3|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:30|00:00:02|u009
8775975_3.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:30|00:00:02|u009
8775975_3.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:30|00:00:02|u009
8775975_4|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:36|00:00:08|u010
8775975_4.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:36|00:00:08|u010
8775975_4.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:36|00:00:08|u010
8775975_5|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:41|00:00:13|u010
8775975_5.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:41|00:00:13|u010
8775975_5.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:41|00:00:13|u010
8775975_6|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:36|00:00:08|u010
8775975_6.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:36|00:00:08|u010
8775975_6.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:36|00:00:08|u010
8775975_7|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:46|00:00:18|u123
8775975_7.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:46|00:00:18|u123
8775975_7.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:46|00:00:18|u123
8775975_8|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:41|00:00:13|u123
8775975_8.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:41|00:00:13|u123
8775975_8.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:41|00:00:13|u123
8775975_9|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:41|00:00:13|u123
8775975_9.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:41|00:00:13|u123
8775975_9.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:41|00:00:13|u123
8775975_10|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:51|00:00:23|u123
8775975_10.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:51|00:00:23|u123
8775975_10.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:51|00:00:23|u123
8775975_11|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:41|00:00:13|u123
8775975_11.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:41|00:00:13|u123
8775975_11.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:41|00:00:13|u123
8775975_12|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:30|00:00:02|u167
8775975_12.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:30|00:00:02|u167
8775975_12.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:30|00:00:02|u167
8775975_13|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:29|00:00:01|u168
8775975_13.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:29|00:00:01|u168
8775975_13.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:29|00:00:01|u168
8775975_14|triple_lens_offsetted_array|2025-06-10T15:11:28|2025-06-10T15:11:34|00:00:06|u168
8775975_14.batch|batch|2025-06-10T15:11:28|2025-06-10T15:11:34|00:00:06|u168
8775975_14.extern|extern|2025-06-10T15:11:28|2025-06-10T15:11:34|00:00:06|u168
8775991_0|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:13:33|00:00:02|u183
8775991_0.batch|batch|2025-06-10T15:13:31|2025-06-10T15:13:33|00:00:02|u183
8775991_0.extern|extern|2025-06-10T15:13:31|2025-06-10T15:13:33|00:00:02|u183
8775991_1|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:13:33|00:00:02|u183
8775991_1.batch|batch|2025-06-10T15:13:31|2025-06-10T15:13:33|00:00:02|u183
8775991_1.extern|extern|2025-06-10T15:13:31|2025-06-10T15:13:33|00:00:02|u183
8775991_2|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:13:33|00:00:02|u182
8775991_2.batch|batch|2025-06-10T15:13:31|2025-06-10T15:13:33|00:00:02|u182
8775991_2.extern|extern|2025-06-10T15:13:31|2025-06-10T15:13:33|00:00:02|u182
8775991_3|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:13:33|00:00:02|u182
8775991_3.batch|batch|2025-06-10T15:13:31|2025-06-10T15:13:33|00:00:02|u182
8775991_3.extern|extern|2025-06-10T15:13:31|2025-06-10T15:13:33|00:00:02|u182
8775991_4|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:14:25|00:00:54|u180
8775991_4.batch|batch|2025-06-10T15:13:31|2025-06-10T15:14:25|00:00:54|u180
8775991_4.extern|extern|2025-06-10T15:13:31|2025-06-10T15:14:25|00:00:54|u180
8775991_5|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_5.batch|batch|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_5.extern|extern|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_6|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_6.batch|batch|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_6.extern|extern|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_7|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:14:14|00:00:43|u180
8775991_7.batch|batch|2025-06-10T15:13:31|2025-06-10T15:14:14|00:00:43|u180
8775991_7.extern|extern|2025-06-10T15:13:31|2025-06-10T15:14:14|00:00:43|u180
8775991_8|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_8.batch|batch|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_8.extern|extern|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_9|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_9.batch|batch|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_9.extern|extern|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_10|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:14:25|00:00:54|u180
8775991_10.batch|batch|2025-06-10T15:13:31|2025-06-10T15:14:25|00:00:54|u180
8775991_10.extern|extern|2025-06-10T15:13:31|2025-06-10T15:14:25|00:00:54|u180
8775991_11|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:13:59|00:00:28|u180
8775991_11.batch|batch|2025-06-10T15:13:31|2025-06-10T15:13:59|00:00:28|u180
8775991_11.extern|extern|2025-06-10T15:13:31|2025-06-10T15:13:59|00:00:28|u180
8775991_12|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_12.batch|batch|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_12.extern|extern|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_13|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_13.batch|batch|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_13.extern|extern|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_14|triple_lens_offsetted_array|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_14.batch|batch|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8775991_14.extern|extern|2025-06-10T15:13:31|2025-06-10T15:14:30|00:00:59|u180
8776010_0|triple_lens_offsetted_array|2025-06-10T15:18:41|2025-06-10T15:18:42|00:00:01|u183
8776010_0.batch|batch|2025-06-10T15:18:41|2025-06-10T15:18:42|00:00:01|u183
8776010_0.extern|extern|2025-06-10T15:18:41|2025-06-10T15:18:42|00:00:01|u183
8776010_1|triple_lens_offsetted_array|2025-06-10T15:18:41|2025-06-10T15:18:42|00:00:01|u183
8776010_1.batch|batch|2025-06-10T15:18:41|2025-06-10T15:18:42|00:00:01|u183
8776010_1.extern|extern|2025-06-10T15:18:41|2025-06-10T15:18:42|00:00:01|u183
8776010_2|triple_lens_offsetted_array|2025-06-10T15:18:41|2025-06-10T15:18:43|00:00:02|u182
8776010_2.batch|batch|2025-06-10T15:18:41|2025-06-10T15:18:43|00:00:02|u182
8776010_2.extern|extern|2025-06-10T15:18:41|2025-06-10T15:18:43|00:00:02|u182
8776010_3|triple_lens_offsetted_array|2025-06-10T15:18:41|2025-06-10T15:18:43|00:00:02|u182
8776010_3.batch|batch|2025-06-10T15:18:41|2025-06-10T15:18:43|00:00:02|u182
8776010_3.extern|extern|2025-06-10T15:18:41|2025-06-10T15:18:43|00:00:02|u182
8776010_4|triple_lens_offsetted_array|2025-06-10T15:18:41|2025-06-10T15:19:28|00:00:47|u180
8776010_4.batch|batch|2025-06-10T15:18:41|2025-06-10T15:19:28|00:00:47|u180
8776010_4.extern|extern|2025-06-10T15:18:41|2025-06-10T15:19:28|00:00:47|u180
8776010_5|triple_lens_offsetted_array|2025-06-10T15:18:41|2025-06-10T15:19:18|00:00:37|u180
8776010_5.batch|batch|2025-06-10T15:18:41|2025-06-10T15:19:18|00:00:37|u180
8776010_5.extern|extern|2025-06-10T15:18:41|2025-06-10T15:19:18|00:00:37|u180
8776010_6|triple_lens_offsetted_array|2025-06-10T15:18:41|2025-06-10T15:19:28|00:00:47|u180
8776010_6.batch|batch|2025-06-10T15:18:41|2025-06-10T15:19:28|00:00:47|u180
8776010_6.extern|extern|2025-06-10T15:18:41|2025-06-10T15:19:28|00:00:47|u180
8776010_7|triple_lens_offsetted_array|2025-06-10T15:18:41|2025-06-10T15:19:23|00:00:42|u180
8776010_7.batch|batch|2025-06-10T15:18:41|2025-06-10T15:19:23|00:00:42|u180
